,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.terminal,arrival.gate,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.delay
167,arrival,landed,nbo,hkjk,2023-09-30t06:15:00.000,llw,fwki,2023-09-30t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,7.0,2023-09-30t06:22:00.000,2023-09-30t06:22:00.000,2023-09-30t06:22:00.000,,,2023-09-30t07:17:00.000,2023-09-30t07:18:00.000,2023-09-30t07:18:00.000,2023-09-30t07:18:00.000,,,,,,,,
168,arrival,unknown,blz,fwcl,2023-09-30t09:10:00.000,llw,fwki,2023-09-30t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
169,arrival,landed,add,haab,2023-09-30t09:50:00.000,llw,fwki,2023-09-30t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c11,24.0,2023-09-30t10:13:00.000,2023-09-30t10:13:00.000,2023-09-30t10:13:00.000,1,1,2023-09-30t12:20:00.000,2023-09-30t12:17:00.000,2023-09-30t12:17:00.000,2023-09-30t12:17:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
170,arrival,landed,add,haab,2023-09-30t09:50:00.000,llw,fwki,2023-09-30t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c11,24.0,2023-09-30t10:13:00.000,2023-09-30t10:13:00.000,2023-09-30t10:13:00.000,1,1,2023-09-30t12:20:00.000,2023-09-30t12:17:00.000,2023-09-30t12:17:00.000,2023-09-30t12:17:00.000,,,,,,,,
171,arrival,landed,nbo,hkjk,2023-09-30t12:20:00.000,llw,fwki,2023-09-30t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,10.0,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,,,2023-09-30t13:26:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-30t12:20:00.000,
172,arrival,landed,nbo,hkjk,2023-09-30t12:20:00.000,llw,fwki,2023-09-30t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,10.0,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,,,2023-09-30t13:26:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-30t12:20:00.000,
173,arrival,landed,nbo,hkjk,2023-09-30t12:20:00.000,llw,fwki,2023-09-30t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,10.0,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,,,2023-09-30t13:26:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-30t12:20:00.000,
174,arrival,landed,nbo,hkjk,2023-09-30t12:20:00.000,llw,fwki,2023-09-30t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,10.0,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,,,2023-09-30t13:26:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-30t12:20:00.000,
175,arrival,landed,nbo,hkjk,2023-09-30t12:20:00.000,llw,fwki,2023-09-30t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,10.0,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,2023-09-30t12:30:00.000,,,2023-09-30t13:26:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,2023-09-30t13:25:00.000,,,,,,,2023-09-30t12:20:00.000,
176,arrival,landed,blz,fwcl,2023-09-30t13:20:00.000,llw,fwki,2023-09-30t14:10:00.000,south african airways,sa,saa,172,sa172,saa172,,,7.0,2023-09-30t13:27:00.000,2023-09-30t13:27:00.000,2023-09-30t13:27:00.000,,,,2023-09-30t14:03:00.000,2023-09-30t14:03:00.000,2023-09-30t14:03:00.000,,,,,,,2023-09-30t13:20:00.000,
177,arrival,scheduled,lun,flkk,2023-09-30t13:45:00.000,llw,fwki,2023-09-30t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
178,arrival,scheduled,blz,fwcl,2023-09-30t15:05:00.000,llw,fwki,2023-09-30t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,12.0,,,,,,,,,,,,,,,,2023-09-30t15:17:00.000,
179,arrival,landed,nbo,hkjk,2023-09-30t23:50:00.000,llw,fwki,2023-10-01t01:20:00.000,kenya airways,kq,kqa,738,kq738,kqa738,1a,,32.0,2023-10-01t00:21:00.000,2023-10-01t00:21:00.000,2023-10-01t00:21:00.000,,,2023-10-01t01:19:00.000,2023-10-01t01:18:00.000,2023-10-01t01:18:00.000,2023-10-01t01:18:00.000,,,,,,,2023-10-01t00:15:00.000,
180,arrival,landed,nbo,hkjk,2023-10-01t06:15:00.000,llw,fwki,2023-10-01t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,8.0,2023-10-01t06:23:00.000,2023-10-01t06:23:00.000,2023-10-01t06:23:00.000,,,2023-10-01t07:17:00.000,2023-10-01t07:18:00.000,2023-10-01t07:18:00.000,2023-10-01t07:18:00.000,,,,,,,,
181,arrival,scheduled,blz,fwcl,2023-10-01t09:10:00.000,llw,fwki,2023-10-01t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
182,arrival,landed,add,haab,2023-10-01t09:50:00.000,llw,fwki,2023-10-01t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c6,29.0,2023-10-01t10:19:00.000,2023-10-01t10:19:00.000,2023-10-01t10:19:00.000,1,1,2023-10-01t12:29:00.000,2023-10-01t12:29:00.000,2023-10-01t12:29:00.000,2023-10-01t12:29:00.000,ethiopian airlines,et,eth,877,et877,eth877,2023-10-01t09:55:00.000,
183,arrival,landed,add,haab,2023-10-01t09:50:00.000,llw,fwki,2023-10-01t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c6,29.0,2023-10-01t10:19:00.000,2023-10-01t10:19:00.000,2023-10-01t10:19:00.000,1,1,2023-10-01t12:29:00.000,2023-10-01t12:29:00.000,2023-10-01t12:29:00.000,2023-10-01t12:29:00.000,,,,,,,2023-10-01t09:55:00.000,
184,arrival,unknown,mfu,flmf,2023-10-01t12:20:00.000,llw,fwki,2023-10-01t12:55:00.000,proflight zambia,p0,pfz,834,p0834,pfz834,,,,,,,,,,,,,,,,,,,,
185,arrival,landed,nbo,hkjk,2023-10-01t12:20:00.000,llw,fwki,2023-10-01t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,17.0,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,,,2023-10-01t13:33:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-01t12:20:00.000,
186,arrival,landed,nbo,hkjk,2023-10-01t12:20:00.000,llw,fwki,2023-10-01t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,17.0,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,,,2023-10-01t13:33:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-01t12:20:00.000,
187,arrival,landed,nbo,hkjk,2023-10-01t12:20:00.000,llw,fwki,2023-10-01t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,17.0,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,,,2023-10-01t13:33:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-01t12:20:00.000,
188,arrival,landed,nbo,hkjk,2023-10-01t12:20:00.000,llw,fwki,2023-10-01t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,17.0,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,,,2023-10-01t13:33:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-01t12:20:00.000,
189,arrival,landed,nbo,hkjk,2023-10-01t12:20:00.000,llw,fwki,2023-10-01t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,17.0,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,2023-10-01t12:36:00.000,,,2023-10-01t13:33:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,2023-10-01t13:34:00.000,,,,,,,2023-10-01t12:20:00.000,
190,arrival,scheduled,hre,fvrg,2023-10-01t13:50:00.000,llw,fwki,2023-10-01t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
191,arrival,landed,blz,fwcl,2023-10-01t15:05:00.000,llw,fwki,2023-10-01t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,17.0,2023-10-01t15:22:00.000,2023-10-01t15:22:00.000,2023-10-01t15:22:00.000,,,,2023-10-01t15:55:00.000,2023-10-01t15:55:00.000,2023-10-01t15:55:00.000,,,,,,,,10.0
192,arrival,scheduled,blz,fwcl,2023-10-01t15:45:00.000,llw,fwki,2023-10-01t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
193,arrival,scheduled,zzu,fwuu,2023-10-01t15:45:00.000,llw,fwki,2023-10-01t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
194,arrival,scheduled,cmk,fwcm,2023-10-01t16:15:00.000,llw,fwki,2023-10-01t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
195,arrival,scheduled,mfu,flmf,2023-10-01t16:00:00.000,llw,fwki,2023-10-01t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
196,arrival,scheduled,lix,fwlk,2023-10-01t16:00:00.000,llw,fwki,2023-10-01t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
197,arrival,scheduled,ceh,fwcd,2023-10-01t15:45:00.000,llw,fwki,2023-10-01t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
198,arrival,landed,add,haab,2023-10-01t22:10:00.000,llw,fwki,2023-10-02t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,c9,25.0,2023-10-01t22:35:00.000,2023-10-01t22:35:00.000,2023-10-01t22:35:00.000,,,2023-10-02t00:54:00.000,2023-10-02t00:54:00.000,2023-10-02t00:54:00.000,2023-10-02t00:54:00.000,,,,,,,,
199,arrival,landed,nbo,hkjk,2023-10-02t06:15:00.000,llw,fwki,2023-10-02t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,27.0,2023-10-02t06:42:00.000,2023-10-02t06:42:00.000,2023-10-02t06:42:00.000,,,2023-10-02t07:37:00.000,2023-10-02t07:39:00.000,2023-10-02t07:39:00.000,2023-10-02t07:39:00.000,,,,,,,,9.0
200,arrival,scheduled,blz,fwcl,2023-10-02t09:10:00.000,llw,fwki,2023-10-02t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
201,arrival,landed,add,haab,2023-10-02t09:50:00.000,llw,fwki,2023-10-02t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c7,29.0,2023-10-02t10:19:00.000,2023-10-02t10:19:00.000,2023-10-02t10:19:00.000,1,1,2023-10-02t12:33:00.000,2023-10-02t12:30:00.000,2023-10-02t12:30:00.000,2023-10-02t12:30:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
202,arrival,landed,add,haab,2023-10-02t09:50:00.000,llw,fwki,2023-10-02t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c7,29.0,2023-10-02t10:19:00.000,2023-10-02t10:19:00.000,2023-10-02t10:19:00.000,1,1,2023-10-02t12:33:00.000,2023-10-02t12:30:00.000,2023-10-02t12:30:00.000,2023-10-02t12:30:00.000,,,,,,,,
203,arrival,scheduled,jnb,faor,2023-10-02t11:00:00.000,llw,fwki,2023-10-02t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,32.0,2023-10-02t11:32:00.000,2023-10-02t11:32:00.000,2023-10-02t11:32:00.000,,,2023-10-02t13:39:00.000,,,,,,,,,,2023-10-02t10:55:00.000,20.0
204,arrival,landed,nbo,hkjk,2023-10-02t12:20:00.000,llw,fwki,2023-10-02t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,18.0,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,,,2023-10-02t13:37:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-02t12:20:00.000,4.0
205,arrival,landed,nbo,hkjk,2023-10-02t12:20:00.000,llw,fwki,2023-10-02t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,18.0,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,,,2023-10-02t13:37:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-02t12:20:00.000,4.0
206,arrival,landed,nbo,hkjk,2023-10-02t12:20:00.000,llw,fwki,2023-10-02t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,18.0,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,,,2023-10-02t13:37:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-02t12:20:00.000,4.0
207,arrival,landed,nbo,hkjk,2023-10-02t12:20:00.000,llw,fwki,2023-10-02t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,18.0,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,,,2023-10-02t13:37:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-02t12:20:00.000,4.0
208,arrival,landed,nbo,hkjk,2023-10-02t12:20:00.000,llw,fwki,2023-10-02t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,18.0,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,2023-10-02t12:37:00.000,,,2023-10-02t13:37:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,2023-10-02t13:38:00.000,,,,,,,2023-10-02t12:20:00.000,4.0
209,arrival,scheduled,lun,flkk,2023-10-02t13:45:00.000,llw,fwki,2023-10-02t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
210,arrival,landed,blz,fwcl,2023-10-02t15:05:00.000,llw,fwki,2023-10-02t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,33.0,2023-10-02t15:37:00.000,2023-10-02t15:37:00.000,2023-10-02t15:37:00.000,,,,2023-10-02t16:14:00.000,2023-10-02t16:14:00.000,2023-10-02t16:14:00.000,,,,,,,,30.0
211,arrival,unknown,blz,fwcl,2023-10-03t09:10:00.000,llw,fwki,2023-10-03t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
212,arrival,landed,add,haab,2023-10-03t09:50:00.000,llw,fwki,2023-10-03t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,a10,28.0,2023-10-03t10:17:00.000,2023-10-03t10:17:00.000,2023-10-03t10:17:00.000,1,1,2023-10-03t12:24:00.000,2023-10-03t12:27:00.000,2023-10-03t12:27:00.000,2023-10-03t12:27:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
213,arrival,landed,add,haab,2023-10-03t09:50:00.000,llw,fwki,2023-10-03t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,a10,28.0,2023-10-03t10:17:00.000,2023-10-03t10:17:00.000,2023-10-03t10:17:00.000,1,1,2023-10-03t12:24:00.000,2023-10-03t12:27:00.000,2023-10-03t12:27:00.000,2023-10-03t12:27:00.000,,,,,,,,
214,arrival,landed,nbo,hkjk,2023-10-03t12:20:00.000,llw,fwki,2023-10-03t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,13.0,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,,,2023-10-03t13:41:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-03t12:20:00.000,
215,arrival,landed,nbo,hkjk,2023-10-03t12:20:00.000,llw,fwki,2023-10-03t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,13.0,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,,,2023-10-03t13:41:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-03t12:20:00.000,
216,arrival,landed,nbo,hkjk,2023-10-03t12:20:00.000,llw,fwki,2023-10-03t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,13.0,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,,,2023-10-03t13:41:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-03t12:20:00.000,
217,arrival,landed,nbo,hkjk,2023-10-03t12:20:00.000,llw,fwki,2023-10-03t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,13.0,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,,,2023-10-03t13:41:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-03t12:20:00.000,
218,arrival,landed,nbo,hkjk,2023-10-03t12:20:00.000,llw,fwki,2023-10-03t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,13.0,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,2023-10-03t12:32:00.000,,,2023-10-03t13:41:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,2023-10-03t13:33:00.000,,,,,,,2023-10-03t12:20:00.000,
219,arrival,landed,blz,fwcl,2023-10-03t15:05:00.000,llw,fwki,2023-10-03t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,,2023-10-03t14:59:00.000,2023-10-03t14:59:00.000,2023-10-03t14:59:00.000,,,2023-10-03t15:33:00.000,2023-10-03t15:32:00.000,2023-10-03t15:32:00.000,2023-10-03t15:32:00.000,,,,,,,,
220,arrival,scheduled,lix,fwlk,2023-10-04t16:00:00.000,llw,fwki,2023-10-04t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
221,arrival,scheduled,nbo,hkjk,2023-10-04t07:00:00.000,llw,fwki,2023-10-04t08:30:00.000,kenya airways,kq,kqa,2730,kq2730,kqa2730,,,,,,,,,,,,,,,,,,,,
222,arrival,unknown,nbo,hkjk,2023-10-04t10:00:00.000,llw,fwki,2023-10-04t12:00:00.000,astral aviation,8v,acp,45,8v45,acp45,,,,,,,,,,,,,,,,,,,,
223,arrival,landed,add,haab,2023-10-04t09:50:00.000,llw,fwki,2023-10-04t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c11,20.0,2023-10-04t10:10:00.000,2023-10-04t10:10:00.000,2023-10-04t10:10:00.000,1,1,2023-10-04t12:29:00.000,2023-10-04t12:24:00.000,2023-10-04t12:24:00.000,2023-10-04t12:24:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
224,arrival,landed,add,haab,2023-10-04t09:50:00.000,llw,fwki,2023-10-04t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c11,20.0,2023-10-04t10:10:00.000,2023-10-04t10:10:00.000,2023-10-04t10:10:00.000,1,1,2023-10-04t12:29:00.000,2023-10-04t12:24:00.000,2023-10-04t12:24:00.000,2023-10-04t12:24:00.000,,,,,,,,
225,arrival,unknown,nbo,hkjk,2023-10-04t11:30:00.000,llw,fwki,2023-10-04t13:00:00.000,kenya airways,kq,kqa,2748,kq2748,kqa2748,,,,,,,,,,,,,,,,,,,2023-10-04t11:30:00.000,
226,arrival,unknown,jnb,faor,2023-10-04t11:00:00.000,llw,fwki,2023-10-04t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,20.0,2023-10-04t11:19:00.000,2023-10-04t11:19:00.000,2023-10-04t11:19:00.000,,,2023-10-04t13:22:00.000,,,,,,,,,,2023-10-04t10:55:00.000,3.0
227,arrival,active,nbo,hkjk,2023-10-04t12:20:00.000,llw,fwki,2023-10-04t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,14.0,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,,,2023-10-04t13:35:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-04t12:20:00.000,
228,arrival,active,nbo,hkjk,2023-10-04t12:20:00.000,llw,fwki,2023-10-04t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,14.0,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,,,2023-10-04t13:35:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-04t12:20:00.000,
229,arrival,active,nbo,hkjk,2023-10-04t12:20:00.000,llw,fwki,2023-10-04t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,14.0,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,,,2023-10-04t13:35:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-04t12:20:00.000,
230,arrival,active,nbo,hkjk,2023-10-04t12:20:00.000,llw,fwki,2023-10-04t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,14.0,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,,,2023-10-04t13:35:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-04t12:20:00.000,
231,arrival,active,nbo,hkjk,2023-10-04t12:20:00.000,llw,fwki,2023-10-04t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,14.0,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,2023-10-04t12:34:00.000,,,2023-10-04t13:35:00.000,,,,,,,,,,2023-10-04t12:20:00.000,
232,arrival,unknown,hre,fvrg,2023-10-04t13:50:00.000,llw,fwki,2023-10-04t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
233,arrival,landed,blz,fwcl,2023-10-04t15:05:00.000,llw,fwki,2023-10-04t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,11.0,2023-10-04t15:16:00.000,2023-10-04t15:16:00.000,2023-10-04t15:16:00.000,,,,2023-10-04t15:49:00.000,2023-10-04t15:49:00.000,2023-10-04t15:49:00.000,,,,,,,,4.0
234,arrival,scheduled,blz,fwcl,2023-10-04t15:45:00.000,llw,fwki,2023-10-04t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
235,arrival,scheduled,zzu,fwuu,2023-10-04t15:45:00.000,llw,fwki,2023-10-04t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
236,arrival,scheduled,cmk,fwcm,2023-10-04t16:15:00.000,llw,fwki,2023-10-04t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
237,arrival,scheduled,mfu,flmf,2023-10-04t16:00:00.000,llw,fwki,2023-10-04t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
238,arrival,scheduled,ceh,fwcd,2023-10-04t15:45:00.000,llw,fwki,2023-10-04t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
239,arrival,landed,nbo,hkjk,2023-10-05t06:15:00.000,llw,fwki,2023-10-05t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,12.0,2023-10-05t06:26:00.000,2023-10-05t06:26:00.000,2023-10-05t06:26:00.000,,,2023-10-05t07:24:00.000,2023-10-05t07:24:00.000,2023-10-05t07:24:00.000,2023-10-05t07:24:00.000,,,,,,,,
240,arrival,unknown,blz,fwcl,2023-10-05t09:10:00.000,llw,fwki,2023-10-05t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
241,arrival,landed,add,haab,2023-10-05t09:50:00.000,llw,fwki,2023-10-05t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c11,26.0,2023-10-05t10:15:00.000,2023-10-05t10:15:00.000,2023-10-05t10:15:00.000,1,1,2023-10-05t12:24:00.000,2023-10-05t12:25:00.000,2023-10-05t12:25:00.000,2023-10-05t12:25:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
242,arrival,landed,add,haab,2023-10-05t09:50:00.000,llw,fwki,2023-10-05t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c11,26.0,2023-10-05t10:15:00.000,2023-10-05t10:15:00.000,2023-10-05t10:15:00.000,1,1,2023-10-05t12:24:00.000,2023-10-05t12:25:00.000,2023-10-05t12:25:00.000,2023-10-05t12:25:00.000,,,,,,,,
243,arrival,scheduled,lun,flkk,2023-10-05t13:45:00.000,llw,fwki,2023-10-05t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
244,arrival,landed,nbo,hkjk,2023-10-05t12:20:00.000,llw,fwki,2023-10-05t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,13.0,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,,,2023-10-05t13:36:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-05t12:20:00.000,
245,arrival,landed,nbo,hkjk,2023-10-05t12:20:00.000,llw,fwki,2023-10-05t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,13.0,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,,,2023-10-05t13:36:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-05t12:20:00.000,
